FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
28122,10300217,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)  ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.10E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,3/30/2022,,0,,4/18/2022,,CS=Coal sulfur content (weight %),This formula applies to FBCs that do not use calcium-based sorbents where the bed material is inert with respect to sulfur capture.,
28123,10201001,External Combustion Boilers                           ,Industrial                                                            ,Liquified Petroleum Gas (LPG)                                         ,Butane                                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Butane,Burned,8.65E+01*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.5, Liquefied Petroleum Gas Combustion. In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,3/30/2022,12/1/1999,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
28124,10201002,External Combustion Boilers                           ,Industrial                                                            ,Liquified Petroleum Gas (LPG)                                         ,Propane                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Propane,Burned,8.65E+01*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.5, Liquefied Petroleum Gas Combustion. In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,3/30/2022,12/1/1999,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
5631,10200404,External Combustion Boilers                           ,Industrial                                                            ,Residual Oil                                                          ,Grade 5 Oil                                                           ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil (No. 5),Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.3, Fuel Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,1/1/1995,9/1/1998,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22194,39000489,Industrial Processes                                  ,In-process Fuel Use                                   ,Residual Oil                                                          ,General                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,U,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22196,39000502,Industrial Processes                                  ,In-process Fuel Use                                   ,Distillate Oil                                                        ,Cement Kiln/Dryer                                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,9.80E+01*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22197,39000503,Industrial Processes                                  ,In-process Fuel Use                                   ,Distillate Oil                                                        ,Lime Kiln                                                             ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,7.20E+01*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22202,39000589,Industrial Processes                                  ,In-process Fuel Use                                   ,Distillate Oil                                                        ,General                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22218,39990001,Industrial Processes                                  ,Miscellaneous Manufacturing Industries                                ,Miscellaneous Manufacturing Industries                                ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,Emission factor is based on one emission test from State I.,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Emission factor is based on one emission test from State I.
25007,50300202,Waste Disposal                                        ,Solid Waste Disposal - Industrial                     ,Open Burning                                          ,Refuse                                                                ,,Sulfur oxides (SOx),,   ,1,Lb,Tons,Refuse,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 2.5, Open Burning.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,D,30,1/1/1995,,0,,4/18/2022,,,,
28113,10100304,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Traveling Grate (Overfeed) Stoker                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,2.20E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  ",C,,3/30/2022,,0,,4/18/2022,Na2O>8,CS=Coal sulfur content (weight %); Na2O=Ash sodium content (weight %),,
8247,10300203,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Cyclone Furnace (Bituminous Coal)                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
28114,10100304,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Traveling Grate (Overfeed) Stoker                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.40E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  ",C,,3/30/2022,,0,,4/18/2022,Na2O<2,CS=Coal sulfur content (weight %); Na2O=Ash sodium content (weight %),,
28116,10100306,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Spreader Stoker                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,2.20E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  ",C,,3/30/2022,,0,,4/18/2022,Na2O>8,CS=Coal sulfur content (weight %); Na2O=Ash sodium content (weight %),,
28131,40201004,Petroleum and Solvent Evaporation                     ,Surface Coating Operations                                            ,Coating Oven Heater                                                   ,Liquified Petroleum Gas (LPG)                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Liquified Petroleum Gas (LPG),Burned,8.65E+01*FS,UNCONTROLLED,0,,,,,,,,,Emission factor is transferred assuming emissions from coating oven heaters are similar to those from industrial boilers.,,U,,3/30/2022,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Emission factor is transferred assuming emissions from coating oven heaters are similar to those from industrial boilers.
